station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth 
ALO,2022-01-16 03:54,-6.00,-11.90,74.87,0.00,0.00,0.00,30.25,1026.60,10.00,M,CLR,M,M,M,M,M,M,M,M,T,M,M,M,M,M,-6.00,KALO 160354Z 00000KT 10SM CLR M21/M24 A3025 RMK AO2 SLP266 I1000 T12111244 $,M
ALO,2022-01-16 04:54,-8.00,-14.10,73.90,0.00,0.00,0.00,30.23,1025.90,10.00,M,CLR,M,M,M,M,M,M,M,M,T,M,M,M,M,M,-8.00,KALO 160454Z 00000KT 10SM CLR M22/M26 A3023 RMK AO2 SLP259 I1000 T12221256 $,M
ALO,2022-01-16 05:54,-6.00,-13.00,70.87,0.00,0.00,0.00,30.21,1025.10,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,T,M,M,M,-6.00,KALO 160554Z 00000KT 10SM CLR M21/M25 A3021 RMK AO2 SLP251 I6000 T12111250 11150 21222 410781222 56027 $,M
ALO,2022-01-16 06:51,-7.60,-14.80,69.96,0.00,0.00,0.00,30.18,M,10.00,M,BKN,M,M,M,1800.00,M,M,M,M,M,M,M,M,M,M,-7.60,KALO 160651Z 00000KT 10SM BKN018 M22/M26 A3018 RMK AO2 $,M
ALO,2022-01-16 06:54,-7.10,-14.10,70.73,0.00,0.00,0.00,30.19,1024.40,10.00,M,BKN,M,M,M,1800.00,M,M,M,M,M,M,M,M,M,M,-7.10,KALO 160654Z 00000KT 10SM BKN018 M22/M26 A3019 RMK AO2 SLP244 T12171256 $,M
ALO,2022-01-16 07:44,-0.90,-7.10,74.33,0.00,0.00,0.00,30.17,M,9.00,M,OVC,M,M,M,1400.00,M,M,M,M,M,M,M,M,M,M,-0.90,KALO 160744Z 00000KT 9SM OVC014 M18/M22 A3017 RMK AO2 T11831217 $,M
ALO,2022-01-16 07:54,0.00,-6.00,75.15,0.00,0.00,0.00,30.17,1023.60,9.00,M,OVC,M,M,M,1300.00,M,M,M,M,M,M,M,M,M,M,0.00,KALO 160754Z 00000KT 9SM OVC013 M18/M21 A3017 RMK AO2 SLP236 T11781211 $,M
ALO,2022-01-16 08:54,7.00,1.90,79.13,170.00,3.00,0.00,30.14,1022.30,10.00,M,OVC,M,M,M,1000.00,M,M,M,M,M,M,M,M,M,M,0.11,KALO 160854Z 17003KT 10SM OVC010 M14/M17 A3014 RMK AO2 SLP223 T11391167 58013 $,M
ALO,2022-01-16 09:07,8.10,3.00,79.23,140.00,4.00,0.00,30.11,M,10.00,M,OVC,M,M,M,800.00,M,M,M,M,M,M,M,M,M,M,-0.49,KALO 160907Z 14004KT 10SM OVC008 M13/M16 A3011 RMK AO2 CIG 007V011 PRESFR T11331161 $,M
ALO,2022-01-16 09:39,10.00,5.00,79.76,0.00,0.00,0.00,30.10,M,10.00,M,OVC,M,M,M,1100.00,M,M,M,M,M,M,M,M,M,M,10.00,KALO 160939Z 00000KT 10SM OVC011 M12/M15 A3010 RMK AO2 T11221150 $,M
ALO,2022-01-16 09:54,9.00,5.00,83.41,0.00,0.00,0.00,30.09,1020.80,10.00,M,OVC,M,M,M,1100.00,M,M,M,M,M,M,M,M,M,M,9.00,KALO 160954Z 00000KT 10SM OVC011 M13/M15 A3009 RMK AO2 SLP208 T11281150 $,M
ALO,2022-01-16 10:54,12.90,8.10,80.74,170.00,5.00,0.00,30.05,1019.40,10.00,M,OVC,M,M,M,1100.00,M,M,M,M,M,M,M,M,M,M,3.71,KALO 161054Z 17005KT 10SM OVC011 M11/M13 A3005 RMK AO2 SLP194 T11061133 $,M
ALO,2022-01-16 11:54,14.00,10.00,83.77,160.00,8.00,0.00,29.99,1017.60,10.00,M,OVC,M,M,M,1000.00,M,M,M,M,M,M,M,M,M,M,1.94,KALO 161154Z 16008KT 10SM OVC010 M10/M12 A2999 RMK AO2 SLP176 T11001122 11100 21222 58048 $,M
ALO,2022-01-16 12:12,15.10,10.00,79.84,170.00,8.00,0.00,29.99,M,9.00,M,OVC,M,M,M,900.00,M,M,M,M,M,M,M,M,M,M,3.30,KALO 161212Z 17008KT 9SM OVC009 M09/M12 A2999 RMK AO2 T10941122 $,M
ALO,2022-01-16 12:54,16.00,10.90,79.92,190.00,6.00,0.00,29.97,1016.90,9.00,M,OVC,M,M,M,800.00,M,M,M,M,M,M,M,M,M,M,6.26,KALO 161254Z 19006KT 9SM OVC008 M09/M12 A2997 RMK AO2 SLP169 T10891117 $,M
ALO,2022-01-16 13:54,16.00,12.00,83.91,190.00,6.00,0.00,29.95,1016.00,8.00,M,OVC,M,M,M,700.00,M,M,M,M,M,M,M,M,M,M,6.26,KALO 161354Z 19006KT 8SM OVC007 M09/M11 A2995 RMK AO2 SLP160 T10891111 $,M
ALO,2022-01-16 14:54,17.10,12.90,83.25,180.00,9.00,0.00,29.91,1015.00,7.00,M,OVC,M,M,M,700.00,M,M,M,M,M,M,M,M,M,M,4.99,KALO 161454Z 18009KT 7SM OVC007 M08/M11 A2991 RMK AO2 CIG 006V010 SLP150 T10831106 58026 $,M
ALO,2022-01-16 15:54,18.00,14.00,84.05,180.00,8.00,0.00,29.90,1014.60,7.00,M,OVC,M,M,M,700.00,M,M,M,M,M,M,M,M,M,M,6.87,KALO 161554Z 18008KT 7SM OVC007 M08/M10 A2990 RMK AO2 SLP146 T10781100 $,M
ALO,2022-01-16 16:30,19.00,14.00,80.52,180.00,9.00,0.00,29.88,M,6.00,M,SCT,BKN,OVC,M,800.00,7000.00,8500.00,M,HZ,M,M,M,M,M,M,7.35,KALO 161630Z 18009KT 6SM HZ SCT008 BKN070 OVC085 M07/M10 A2988 RMK AO2 T10721100 $,M
ALO,2022-01-16 16:54,19.00,14.00,80.52,190.00,7.00,0.00,29.87,1013.60,9.00,M,FEW,BKN,OVC,M,900.00,6500.00,8000.00,M,M,M,M,M,M,M,M,8.93,KALO 161654Z 19007KT 9SM FEW009 BKN065 OVC080 M07/M10 A2987 RMK AO2 SLP136 T10721100 $,M
ALO,2022-01-16 17:54,19.90,15.10,81.30,220.00,8.00,0.00,29.84,1012.40,10.00,M,FEW,FEW,M,M,1300.00,7500.00,M,M,M,M,M,M,M,M,M,9.21,KALO 161754Z 22008KT 10SM FEW013 FEW075 M07/M09 A2984 RMK AO2 SLP124 T10671094 11067 21100 58025 $,M
ALO,2022-01-16 18:24,19.90,14.00,77.48,240.00,11.00,0.00,29.83,M,10.00,M,BKN,M,M,M,1300.00,M,M,M,M,M,M,M,M,M,M,7.18,KALO 161824Z 24011KT 10SM BKN013 M07/M10 A2983 RMK AO2 T10671100 $,M
ALO,2022-01-16 18:54,19.90,15.10,81.30,240.00,10.00,0.00,29.80,1011.30,10.00,M,OVC,M,M,M,1300.00,M,M,M,M,M,M,M,M,M,M,7.79,KALO 161854Z 24010KT 10SM OVC013 M07/M09 A2980 RMK AO2 SLP113 T10671094 $,M
ALO,2022-01-16 19:54,19.90,14.00,77.48,250.00,9.00,0.00,29.79,1010.50,10.00,M,OVC,M,M,M,1300.00,M,M,M,M,M,M,M,M,M,M,8.47,KALO 161954Z 25009KT 10SM OVC013 M07/M10 A2979 RMK AO2 SLP105 T10671100 $,M
ALO,2022-01-16 20:41,21.90,15.10,74.69,270.00,6.00,0.00,29.79,M,10.00,M,SCT,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,13.37,KALO 162041Z 27006KT 10SM SCT015 M06/M09 A2979 RMK AO2 T10561094 $,M
ALO,2022-01-16 20:54,21.90,15.10,74.69,300.00,8.00,0.00,29.79,1010.40,10.00,M,FEW,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,11.67,KALO 162054Z 30008KT 10SM FEW015 M06/M09 A2979 RMK AO2 SLP104 T10561094 55016 $,M
ALO,2022-01-16 21:42,21.90,15.10,74.69,270.00,4.00,0.00,29.79,M,10.00,M,BKN,BKN,M,M,2500.00,7000.00,M,M,M,M,M,M,M,M,M,15.63,KALO 162142Z 27004KT 10SM BKN025 BKN070 M06/M09 A2979 RMK AO2 T10561094 $,M
ALO,2022-01-16 21:54,21.90,15.10,74.69,280.00,8.00,0.00,29.79,1010.40,10.00,M,BKN,OVC,M,M,2400.00,6000.00,M,M,M,M,M,M,M,M,M,11.67,KALO 162154Z 28008KT 10SM BKN024 OVC060 M06/M09 A2979 RMK AO2 SLP104 T10561094 $,M
ALO,2022-01-16 22:54,21.90,15.10,74.69,290.00,6.00,0.00,29.80,1010.80,10.00,M,OVC,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,13.37,KALO 162254Z 29006KT 10SM OVC020 M06/M09 A2980 RMK AO2 SLP108 T10561094 $,M
ALO,2022-01-16 23:54,21.90,16.00,77.67,280.00,4.00,0.00,29.81,1011.20,10.00,M,OVC,M,M,M,1400.00,M,M,M,M,M,M,M,M,M,M,15.63,KALO 162354Z 28004KT 10SM OVC014 M06/M09 A2981 RMK AO2 SLP112 T10561089 11056 21067 53008 $,M
ALO,2022-01-17 00:32,23.00,16.00,74.15,280.00,3.00,0.00,29.80,M,10.00,M,OVC,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,18.40,KALO 170032Z 28003KT 10SM OVC015 M05/M09 A2980 RMK AO2 T10501089 $,M
ALO,2022-01-17 00:54,23.00,16.00,74.15,290.00,3.00,0.00,29.80,1010.70,10.00,M,OVC,M,M,M,1600.00,M,M,M,M,M,M,M,M,M,M,18.40,KALO 170054Z 29003KT 10SM OVC016 M05/M09 A2980 RMK AO2 SLP107 T10501089 $,M
ALO,2022-01-17 01:54,24.10,17.10,74.27,290.00,5.00,0.00,29.82,1011.20,10.00,M,OVC,M,M,M,1700.00,M,M,M,M,M,M,M,M,M,M,17.01,KALO 170154Z 29005KT 10SM OVC017 M04/M08 A2982 RMK AO2 SLP112 T10441083 $,M
ALO,2022-01-17 02:54,25.00,19.90,80.66,320.00,7.00,0.00,29.84,1011.80,10.00,M,OVC,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,16.25,KALO 170254Z AUTO 32007KT 10SM OVC020 M04/M07 A2984 RMK AO2 SLP118 T10391067 53008 $,M
ALO,2022-01-17 03:54,30.00,23.00,74.87,340.00,16.00,0.00,29.84,1011.60,10.00,M,OVC,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,17.81,KALO 170354Z AUTO 34016KT 10SM OVC020 M01/M05 A2984 RMK AO2 SLP116 T10111050 $,M
ALO,2022-01-17 04:54,28.90,23.00,78.30,340.00,11.00,0.00,29.84,1011.70,10.00,M,OVC,M,M,M,2500.00,M,M,M,M,M,M,M,M,M,M,18.55,KALO 170454Z AUTO 34011KT 10SM OVC025 M02/M05 A2984 RMK AO2 SLP117 T10171050 $,M
ALO,2022-01-17 05:54,28.90,21.90,74.76,330.00,11.00,0.00,29.85,1012.00,10.00,M,OVC,M,M,M,2100.00,M,M,M,M,M,M,M,M,M,M,18.55,KALO 170554Z AUTO 33011KT 10SM OVC021 M02/M06 A2985 RMK AO2 SLP120 T10171056 11011 21056 410111222 53004 $,M
ALO,2022-01-17 06:54,28.90,23.00,78.30,320.00,9.00,0.00,29.85,1011.90,10.00,M,OVC,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,19.66,KALO 170654Z AUTO 32009KT 10SM OVC020 M02/M05 A2985 RMK AO2 SLP119 T10171050 $,M
ALO,2022-01-17 07:19,28.90,23.00,78.30,310.00,10.00,0.00,29.85,M,10.00,M,BKN,OVC,M,M,1200.00,1800.00,M,M,M,M,M,M,M,M,M,19.08,KALO 170719Z AUTO 31010KT 10SM BKN012 OVC018 M02/M05 A2985 RMK AO2 T10171050 $,M
ALO,2022-01-17 07:54,28.00,23.00,81.25,320.00,15.00,0.00,29.85,1012.20,10.00,M,BKN,OVC,M,M,1100.00,1800.00,M,M,M,M,M,M,M,M,M,15.59,KALO 170754Z AUTO 32015KT 10SM BKN011 OVC018 M02/M05 A2985 RMK AO2 SLP122 T10221050 $,M
ALO,2022-01-17 08:54,27.00,21.90,80.83,320.00,13.00,0.00,29.87,1012.50,10.00,M,OVC,M,M,M,1300.00,M,M,M,M,M,M,M,M,M,M,15.16,KALO 170854Z AUTO 32013KT 10SM OVC013 M03/M06 A2987 RMK AO2 SLP125 T10281056 53005 $,M
ALO,2022-01-17 09:54,27.00,21.00,77.80,310.00,12.00,0.00,29.87,1012.50,10.00,18.00,OVC,M,M,M,1200.00,M,M,M,M,M,M,M,M,M,M,15.64,KALO 170954Z AUTO 31012G18KT 10SM OVC012 M03/M06 A2987 RMK AO2 SLP125 T10281061 $,M
ALO,2022-01-17 10:54,25.00,19.90,80.66,320.00,13.00,0.00,29.87,1012.90,10.00,19.00,BKN,OVC,M,M,1400.00,2700.00,M,M,M,M,M,M,M,M,M,12.60,KALO 171054Z AUTO 32013G19KT 10SM BKN014 OVC027 M04/M07 A2987 RMK AO2 SLP129 T10391067 $,M
ALO,2022-01-17 11:11,25.00,19.00,77.62,310.00,8.00,0.00,29.88,M,10.00,M,SCT,OVC,M,M,1500.00,2700.00,M,M,M,M,M,M,M,M,M,15.49,KALO 171111Z AUTO 31008KT 10SM SCT015 OVC027 M04/M07 A2988 RMK AO2 T10391072 $,M
ALO,2022-01-17 11:26,24.10,19.00,80.59,300.00,12.00,0.00,29.88,M,10.00,M,BKN,OVC,M,M,1300.00,2700.00,M,M,M,M,M,M,M,M,M,11.95,KALO 171126Z AUTO 30012KT 10SM BKN013 OVC027 M04/M07 A2988 RMK AO2 T10441072 $,M
ALO,2022-01-17 11:47,24.10,18.00,77.21,300.00,12.00,0.00,29.89,M,10.00,M,SCT,OVC,M,M,1400.00,2500.00,M,M,M,M,M,M,M,M,M,11.95,KALO 171147Z AUTO 30012KT 10SM SCT014 OVC025 M04/M08 A2989 RMK AO2 T10441078 $,M
ALO,2022-01-17 11:54,24.10,18.00,77.21,300.00,9.00,0.00,29.89,1013.40,10.00,M,FEW,OVC,M,M,1400.00,2500.00,M,M,M,M,M,M,M,M,M,13.69,KALO 171154Z AUTO 30009KT 10SM FEW014 OVC025 M04/M08 A2989 RMK AO2 SLP134 T10441078 11017 21044 53007 $,M
ALO,2022-01-17 12:54,23.00,17.10,77.77,300.00,11.00,0.00,29.90,1013.70,10.00,M,OVC,M,M,M,2500.00,M,M,M,M,M,M,M,M,M,M,11.09,KALO 171254Z 30011KT 10SM OVC025 M05/M08 A2990 RMK AO2 SLP137 T10501083 $,M
ALO,2022-01-17 13:54,21.90,17.10,81.46,310.00,10.00,0.00,29.91,1014.10,10.00,M,OVC,M,M,M,2300.00,M,M,M,M,M,M,M,M,M,M,10.30,KALO 171354Z 31010KT 10SM OVC023 M06/M08 A2991 RMK AO2 SLP141 T10561083 $,M
ALO,2022-01-17 14:54,21.90,16.00,77.67,300.00,12.00,0.00,29.92,1014.30,10.00,M,OVC,M,M,M,2100.00,M,M,M,M,M,M,M,M,M,M,9.15,KALO 171454Z 30012KT 10SM OVC021 M06/M09 A2992 RMK AO2 SLP143 T10561089 52009 $,M
ALO,2022-01-17 15:47,19.90,15.10,81.30,300.00,10.00,0.00,29.93,M,10.00,M,SCT,M,M,M,1900.00,M,M,M,M,M,M,M,M,M,M,7.79,KALO 171547Z 30010KT 10SM SCT019 M07/M09 A2993 RMK AO2 T10671094 $,M
ALO,2022-01-17 15:54,19.90,15.10,81.30,300.00,9.00,0.00,29.93,1014.80,10.00,M,FEW,M,M,M,1900.00,M,M,M,M,M,M,M,M,M,M,8.47,KALO 171554Z 30009KT 10SM FEW019 M07/M09 A2993 RMK AO2 SLP148 T10671094 $,M
ALO,2022-01-17 16:54,21.00,15.10,77.59,300.00,9.00,0.00,29.93,1014.80,10.00,M,FEW,M,M,M,12000.00,M,M,M,M,M,M,M,M,M,M,9.84,KALO 171654Z 30009KT 10SM FEW120 M06/M09 A2993 RMK AO2 SLP148 T10611094 $,M
ALO,2022-01-17 17:54,24.10,16.00,70.81,300.00,7.00,0.00,29.93,1014.70,10.00,M,BKN,M,M,M,12000.00,M,M,M,M,M,M,M,M,M,M,15.15,KALO 171754Z 30007KT 10SM BKN120 M04/M09 A2993 RMK AO2 SLP147 T10441089 11039 21067 50004 $,M
ALO,2022-01-17 18:13,25.00,17.10,71.53,300.00,9.00,0.00,29.93,M,10.00,M,BKN,OVC,M,M,1900.00,12000.00,M,M,M,M,M,M,M,M,M,14.81,KALO 171813Z 30009KT 10SM BKN019 OVC120 M04/M08 A2993 RMK AO2 T10391083 $,M
ALO,2022-01-17 18:54,25.00,17.10,71.53,300.00,6.00,0.00,29.94,1014.90,10.00,M,OVC,M,M,M,2100.00,M,M,M,M,M,M,M,M,M,M,17.10,KALO 171854Z 30006KT 10SM OVC021 M04/M08 A2994 RMK AO2 SLP149 T10391083 $,M
ALO,2022-01-17 19:54,26.10,17.10,68.34,290.00,6.00,0.00,29.91,1014.00,10.00,M,OVC,M,M,M,2200.00,M,M,M,M,M,M,M,M,M,M,18.42,KALO 171954Z 29006KT 10SM OVC022 M03/M08 A2991 RMK AO2 SLP140 T10331083 $,M
ALO,2022-01-17 20:54,28.00,19.00,68.57,0.00,0.00,0.00,29.91,1013.80,10.00,M,OVC,M,M,M,2200.00,M,M,M,M,M,M,M,M,M,M,28.00,KALO 172054Z 00000KT 10SM OVC022 M02/M07 A2991 RMK AO2 SLP138 T10221072 58008 $,M
ALO,2022-01-17 21:54,27.00,19.00,71.45,190.00,4.00,0.00,29.90,1013.70,10.00,M,OVC,M,M,M,2100.00,M,M,M,M,M,M,M,M,M,M,21.58,KALO 172154Z 19004KT 10SM OVC021 M03/M07 A2990 RMK AO2 SLP137 T10281072 $,M
ALO,2022-01-17 22:38,27.00,19.00,71.45,0.00,0.00,0.00,29.90,M,10.00,M,SCT,M,M,M,1900.00,M,M,M,M,M,M,M,M,M,M,27.00,KALO 172238Z 00000KT 10SM SCT019 M03/M07 A2990 RMK AO2 T10281072 $,M
ALO,2022-01-17 22:54,25.00,18.00,74.36,180.00,5.00,0.00,29.91,1013.80,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,18.08,KALO 172254Z 18005KT 10SM CLR M04/M08 A2991 RMK AO2 SLP138 T10391078 $,M
ALO,2022-01-17 23:54,24.10,18.00,77.21,170.00,3.00,0.00,29.92,1014.30,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,19.66,KALO 172354Z 17003KT 10SM CLR M04/M08 A2992 RMK AO2 SLP143 T10441078 11017 21050 53003 $,M
ALO,2022-01-18 00:54,19.00,14.00,80.52,170.00,4.00,0.00,29.91,1014.40,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,12.24,KALO 180054Z 17004KT 10SM CLR M07/M10 A2991 RMK AO2 SLP144 T10721100 $,M
ALO,2022-01-18 01:54,23.00,18.00,80.85,200.00,7.00,0.00,29.92,1014.50,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,13.81,KALO 180154Z 20007KT 10SM CLR M05/M08 A2992 RMK AO2 SLP145 T10501078 $,M
ALO,2022-01-18 02:54,23.00,18.00,80.85,190.00,6.00,0.00,29.92,1014.50,10.00,M,BKN,M,M,M,9500.00,M,M,M,M,M,M,M,M,M,M,14.69,KALO 180254Z AUTO 19006KT 10SM BKN095 M05/M08 A2992 RMK AO2 SLP145 T10501078 53002 $,M
ALO,2022-01-18 03:54,27.00,21.00,77.80,170.00,7.00,0.00,29.92,1014.30,10.00,M,OVC,M,M,M,9000.00,M,M,M,M,M,M,M,M,M,M,18.68,KALO 180354Z AUTO 17007KT 10SM OVC090 M03/M06 A2992 RMK AO2 SLP143 T10281061 $,M
ALO,2022-01-18 04:54,27.00,21.00,77.80,170.00,6.00,0.00,29.90,1013.80,10.00,M,OVC,M,M,M,9000.00,M,M,M,M,M,M,M,M,M,M,19.51,KALO 180454Z AUTO 17006KT 10SM OVC090 M03/M06 A2990 RMK AO2 SLP138 T10281061 $,M
ALO,2022-01-18 05:54,28.00,21.90,77.57,170.00,6.00,0.00,29.87,1012.70,10.00,M,OVC,M,M,M,9000.00,M,M,M,M,M,M,M,M,M,M,20.71,KALO 180554Z AUTO 17006KT 10SM OVC090 M02/M06 A2987 RMK AO2 SLP127 T10221056 11022 21078 410171078 58017 $,M
ALO,2022-01-18 06:54,28.00,23.00,81.25,170.00,8.00,0.00,29.85,1012.00,10.00,M,OVC,M,M,M,9500.00,M,M,M,M,M,M,M,M,M,M,19.19,KALO 180654Z AUTO 17008KT 10SM OVC095 M02/M05 A2985 RMK AO2 SLP120 T10221050 $,M
ALO,2022-01-18 07:54,28.90,23.00,78.30,170.00,11.00,0.00,29.83,1011.30,10.00,M,OVC,M,M,M,9500.00,M,M,M,M,M,M,M,M,M,M,18.55,KALO 180754Z AUTO 17011KT 10SM OVC095 M02/M05 A2983 RMK AO2 SLP113 T10171050 $,M
ALO,2022-01-18 08:54,28.90,23.00,78.30,160.00,11.00,0.00,29.81,1010.60,10.00,M,FEW,M,M,M,9500.00,M,M,M,M,M,M,M,M,M,M,18.55,KALO 180854Z AUTO 16011KT 10SM FEW095 M02/M05 A2981 RMK AO2 SLP106 T10171050 58019 $,M
ALO,2022-01-18 09:54,28.00,23.00,81.25,160.00,9.00,0.00,29.79,1009.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,18.54,KALO 180954Z AUTO 16009KT 10SM CLR M02/M05 A2979 RMK AO2 SLP097 T10221050 $,M
ALO,2022-01-18 10:54,28.00,23.00,81.25,160.00,10.00,0.00,29.77,1009.30,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,17.95,KALO 181054Z AUTO 16010KT 10SM CLR M02/M05 A2977 RMK AO2 SLP093 T10221050 $,M
ALO,2022-01-18 11:54,27.00,21.90,80.83,160.00,9.00,0.00,29.76,1009.00,10.00,M,FEW,M,M,M,11000.00,M,M,M,M,M,M,M,M,M,M,17.30,KALO 181154Z 16009KT 10SM FEW110 M03/M06 A2976 RMK AO2 SLP090 T10281056 11017 21028 56016 $,M
ALO,2022-01-18 12:54,26.10,21.00,80.75,150.00,10.00,0.00,29.74,1008.40,10.00,M,SCT,M,M,M,11000.00,M,M,M,M,M,M,M,M,M,M,15.57,KALO 181254Z 15010KT 10SM SCT110 M03/M06 A2974 RMK AO2 SLP084 T10331061 $,M
ALO,2022-01-18 13:54,26.10,21.00,80.75,160.00,11.00,0.00,29.73,1007.90,8.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,15.01,KALO 181354Z 16011KT 8SM CLR M03/M06 A2973 RMK AO2 SLP079 T10331061,M
ALO,2022-01-18 14:54,27.00,21.90,80.83,160.00,8.00,0.00,29.73,1007.80,8.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,17.95,KALO 181454Z 16008KT 8SM CLR M03/M06 A2973 RMK AO2 SLP078 T10281056 56012,M
ALO,2022-01-18 15:54,28.90,24.10,82.00,170.00,12.00,0.00,29.71,1007.10,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,18.06,KALO 181554Z 17012KT 10SM CLR M02/M04 A2971 RMK AO2 SLP071 T10171044,M
ALO,2022-01-18 16:54,30.90,26.10,82.15,170.00,9.00,0.00,29.69,1006.50,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,22.15,KALO 181654Z 17009KT 10SM CLR M01/M03 A2969 RMK AO2 SLP065 T10061033,M
ALO,2022-01-18 17:54,33.10,27.00,78.03,180.00,12.00,0.00,29.65,1005.00,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,23.40,KALO 181754Z 18012KT 10SM CLR 01/M03 A2965 RMK AO2 SLP050 T00061028 10006 21039 58026,M
ALO,2022-01-18 18:54,35.10,28.00,75.06,170.00,12.00,0.00,29.61,1003.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,25.95,KALO 181854Z 17012KT 10SM CLR 02/M02 A2961 RMK AO2 SLP037 T00171022,M
ALO,2022-01-18 19:54,37.00,28.90,72.24,180.00,14.00,0.00,29.57,1002.20,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,27.61,KALO 181954Z 18014KT 10SM CLR 03/M02 A2957 RMK AO2 SLP022 T00281017,M
ALO,2022-01-18 20:54,36.00,28.90,75.15,180.00,13.00,0.00,29.57,1002.30,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,26.69,KALO 182054Z 18013KT 10SM CLR 02/M02 A2957 RMK AO2 SLP023 T00221017 55025,M
ALO,2022-01-18 21:54,37.90,30.00,72.93,210.00,9.00,0.00,29.60,1003.20,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,30.85,KALO 182154Z 21009KT 10SM CLR 03/M01 A2960 RMK AO2 SLP032 T00331011,M
ALO,2022-01-18 22:54,37.00,30.00,75.56,230.00,9.00,0.00,29.62,1003.90,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,29.73,KALO 182254Z 23009KT 10SM CLR 03/M01 A2962 RMK AO2 SLP039 T00281011,M
ALO,2022-01-18 23:54,37.90,30.00,72.93,260.00,9.00,0.00,29.65,1004.90,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,30.85,KALO 182354Z 26009KT 10SM CLR 03/M01 A2965 RMK AO2 SLP049 T00331011 10033 20006 53026,M
ALO,2022-01-19 00:54,39.00,30.90,72.45,310.00,20.00,0.00,29.69,1006.10,10.00,34.00,BKN,M,M,M,2100.00,M,M,M,M,M,M,M,34.00,310.00,2022-01-19 00:50,28.44,KALO 190054Z 31020G34KT 10SM BKN021 04/M01 A2969 RMK AO2 PK WND 31034/0050 SLP061 T00391006,M
ALO,2022-01-19 01:54,36.00,30.00,78.60,310.00,14.00,0.00,29.72,1007.40,10.00,26.00,OVC,M,M,M,1400.00,M,M,M,M,M,M,M,34.00,300.00,2022-01-19 01:06,26.32,KALO 190154Z 31014G26KT 10SM OVC014 02/M01 A2972 RMK AO2 PK WND 30034/0106 SLP074 T00221011,M
ALO,2022-01-19 02:27,36.00,28.90,75.15,310.00,19.00,0.00,29.75,M,10.00,29.00,OVC,M,M,M,1500.00,M,M,M,M,M,M,M,29.00,300.00,2022-01-19 02:22,24.73,KALO 190227Z AUTO 31019G29KT 10SM OVC015 02/M02 A2975 RMK AO2 PK WND 30029/0222 T00221017,M
ALO,2022-01-19 02:54,33.10,26.10,75.18,300.00,22.00,0.00,29.77,1009.10,10.00,32.00,OVC,M,M,M,1700.00,M,M,M,M,M,M,M,33.00,300.00,2022-01-19 02:33,20.05,KALO 190254Z AUTO 30022G32KT 10SM OVC017 01/M03 A2977 RMK AO2 PK WND 30033/0233 SLP091 T00061033 53040,M
ALO,2022-01-19 03:54,28.90,23.00,78.30,300.00,23.00,0.00,29.82,1010.70,10.00,34.00,OVC,M,M,M,1500.00,M,M,M,M,M,M,M,34.00,310.00,2022-01-19 03:45,14.15,KALO 190354Z AUTO 30023G34KT 10SM OVC015 M02/M05 A2982 RMK AO2 PK WND 31034/0345 PRESRR SLP107 T10171050,M
ALO,2022-01-19 04:54,21.90,14.00,71.18,300.00,19.00,0.00,29.86,1012.40,10.00,32.00,SCT,M,M,M,1500.00,M,M,M,M,M,M,M,35.00,310.00,2022-01-19 04:12,6.08,KALO 190454Z AUTO 30019G32KT 10SM SCT015 M06/M10 A2986 RMK AO2 PK WND 31035/0412 SLP124 T10561100,M
